lot,wafer_slot,layer,tool_id,measured_at,field_x,field_y,die_x,die_y,overlay_x_nm,overlay_y_nm
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-3,2,1,1,1.140,-0.875
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-3,3,0,0,1.710,-3.754
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-3,3,1,0,-3.089,-2.718
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-3,3,0,1,-0.796,-0.856
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-3,3,1,1,-2.034,-4.685
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,-3,0,0,0.436,2.041
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,-3,1,0,1.766,0.220
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,-3,0,1,1.629,-0.984
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,-3,1,1,0.556,-3.931
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,-2,0,0,2.722,-4.572
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,-2,1,0,-1.520,2.920
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,-2,0,1,-2.159,-3.305
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,-2,1,1,1.323,-3.757
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,-1,0,0,-0.100,-0.013
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,-1,1,0,-0.667,-2.079
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,-1,0,1,-2.252,-1.754
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,-1,1,1,-1.824,-0.668
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,0,0,0,-2.175,1.845
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,0,1,0,1.412,-1.723
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,0,0,1,-2.629,-3.182
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,0,1,1,1.061,-3.453
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,1,0,0,-0.650,0.925
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,1,1,0,0.025,0.389
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,1,0,1,2.177,0.874
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,1,1,1,-0.407,0.258
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,2,0,0,-0.475,0.099
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,2,1,0,-0.400,-1.592
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,2,0,1,3.448,0.516
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,2,1,1,0.322,3.382
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,3,0,0,2.170,-2.776
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,3,1,0,2.591,0.604
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,3,0,1,4.869,0.194
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-2,3,1,1,0.493,1.746
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,-3,0,0,1.405,1.877
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,-3,1,0,3.597,-3.006
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,-3,0,1,0.197,-1.925
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,-3,1,1,1.249,-2.021
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,-2,0,0,0.336,-2.306
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,-2,1,0,1.772,-1.661
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,-2,0,1,-1.243,1.425
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,-2,1,1,0.286,-2.258
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,-1,0,0,-0.946,-3.434
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,-1,1,0,-2.581,0.997
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,-1,0,1,-2.018,0.996
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,-1,1,1,1.188,1.639
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,0,0,0,0.305,1.024
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,0,1,0,1.514,1.459
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,0,0,1,-0.993,-0.388
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,0,1,1,0.535,-1.424
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,1,0,0,3.101,1.705
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,1,1,0,2.015,1.094
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,1,0,1,2.558,-2.224
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,1,1,1,-1.328,-0.024
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,2,0,0,1.992,-0.385
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,2,1,0,-0.728,2.150
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,2,0,1,0.967,3.044
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,2,1,1,-0.536,-2.454
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,3,0,0,0.422,0.488
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,3,1,0,0.599,-2.025
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,3,0,1,1.688,-2.025
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,-1,3,1,1,-0.488,2.513
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,-3,0,0,0.451,1.249
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,-3,1,0,1.069,0.378
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,-3,0,1,-2.176,2.909
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,-3,1,1,-1.552,1.404
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,-2,0,0,1.763,-1.652
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,-2,1,0,0.296,2.012
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,-2,0,1,4.067,-0.065
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,-2,1,1,2.205,0.986
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,-1,0,0,0.266,1.538
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,-1,1,0,-0.458,0.192
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,-1,0,1,0.696,-2.477
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,-1,1,1,-0.172,1.092
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,0,0,0,-0.322,2.866
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,0,1,0,1.051,-1.939
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,0,0,1,1.898,0.506
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,0,1,1,-0.229,-0.826
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,1,0,0,-1.014,0.588
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,1,1,0,-0.884,0.085
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,1,0,1,1.200,-1.813
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,1,1,1,1.407,0.834
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,2,0,0,2.082,-1.129
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,2,1,0,2.730,4.084
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,2,0,1,1.199,2.064
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,2,1,1,4.118,1.007
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,3,0,0,1.416,1.600
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,3,1,0,0.201,2.712
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,3,0,1,0.415,-2.470
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,0,3,1,1,-1.919,0.719
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,-3,0,0,0.030,-1.863
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,-3,1,0,-0.151,1.304
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,-3,0,1,-0.210,-0.837
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,-3,1,1,0.142,-0.961
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,-2,0,0,-0.842,-1.206
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,-2,1,0,-3.118,-1.098
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,-2,0,1,1.752,2.083
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,-2,1,1,-2.060,-0.234
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,-1,0,0,3.090,-0.751
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,-1,1,0,2.884,1.568
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,-1,0,1,0.380,0.088
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,-1,1,1,-0.186,4.587
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,0,0,0,3.670,-1.687
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,0,1,0,2.795,4.230
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,0,0,1,0.531,0.550
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,0,1,1,-0.748,1.830
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,1,0,0,0.871,2.063
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,1,1,0,0.902,-3.130
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,1,0,1,2.596,2.629
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,1,1,1,2.010,1.805
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,2,0,0,-0.509,-2.170
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,2,1,0,1.903,3.367
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,2,0,1,-1.057,-1.382
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,2,1,1,2.056,-1.190
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,3,0,0,-0.091,0.204
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,3,1,0,1.072,0.969
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,3,0,1,2.595,-1.682
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,1,3,1,1,1.861,0.125
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,-3,0,0,2.042,1.933
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,-3,1,0,3.350,-2.471
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,-3,0,1,-1.974,-2.280
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,-3,1,1,3.472,-0.126
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,-2,0,0,0.017,-1.040
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,-2,1,0,1.439,-0.181
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,-2,0,1,-0.259,2.198
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,-2,1,1,-1.549,-2.782
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,-1,0,0,-0.775,-2.082
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,-1,1,0,-0.388,1.612
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,-1,0,1,2.544,-0.958
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,-1,1,1,-2.018,0.786
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,0,0,0,3.189,-1.213
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,0,1,0,-0.672,-0.239
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,0,0,1,3.594,-1.792
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,0,1,1,5.245,0.354
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,1,0,0,1.155,0.240
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,1,1,0,-1.780,2.219
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,1,0,1,-0.282,0.386
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,1,1,1,0.955,0.796
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,2,0,0,0.182,1.511
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,2,1,0,-2.410,-3.686
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,2,0,1,-0.299,-1.304
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,2,1,1,0.168,-0.007
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,3,0,0,0.853,0.272
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,3,1,0,-0.539,0.734
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,3,0,1,-0.104,-0.767
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,2,3,1,1,0.311,3.627
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,-3,0,0,1.995,-1.149
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,-3,1,0,0.462,-0.869
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,-3,0,1,0.327,-2.625
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,-3,1,1,-1.429,-0.228
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,-2,0,0,-1.581,1.211
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,-2,1,0,-0.258,-2.335
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,-2,0,1,-0.508,-2.354
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,-2,1,1,0.872,-0.454
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,-1,0,0,0.790,-0.942
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,-1,1,0,1.815,-2.087
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,-1,0,1,1.532,1.850
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,-1,1,1,1.102,1.344
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,0,0,0,-2.456,2.054
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,0,1,0,0.344,0.096
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,0,0,1,1.226,1.153
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,0,1,1,2.559,0.328
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,1,0,0,2.174,-2.429
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,1,1,0,0.942,1.189
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,1,0,1,-1.562,0.456
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,1,1,1,-0.173,-2.012
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,2,0,0,1.810,-3.177
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,2,1,0,0.378,-0.213
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,2,0,1,1.293,0.434
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,2,1,1,-2.251,0.170
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,3,0,0,2.178,-1.392
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,3,1,0,2.267,1.458
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,3,0,1,-0.196,-0.887
LOT09151129,3,VIA1,ARCHER-01,2026-09-15 11:08:23,3,3,1,1,1.034,-3.844
