lot,wafer_slot,layer,tool_id,measured_at,field_x,field_y,die_x,die_y,overlay_x_nm,overlay_y_nm
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-2,1,0,0,0.675,-1.704
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-2,1,1,0,2.727,-2.847
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-2,1,0,1,-0.248,-0.923
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-2,1,1,1,-3.483,-1.175
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-2,2,0,0,-0.372,-0.187
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-2,2,1,0,-0.620,-1.924
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-2,2,0,1,1.720,0.911
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-2,2,1,1,-1.265,-1.859
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-2,3,0,0,0.827,-1.859
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-2,3,1,0,1.476,0.709
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-2,3,0,1,2.388,2.991
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-2,3,1,1,-0.857,-0.765
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,-3,0,0,2.504,2.494
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,-3,1,0,0.616,-2.031
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,-3,0,1,-1.463,-0.923
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,-3,1,1,0.413,-0.136
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,-2,0,0,-1.040,1.015
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,-2,1,0,-1.058,0.128
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,-2,0,1,2.202,-2.653
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,-2,1,1,-3.218,-0.242
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,-1,0,0,0.555,-1.779
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,-1,1,0,-5.564,-1.894
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,-1,0,1,-0.282,-0.750
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,-1,1,1,-0.438,-1.678
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,0,0,0,-1.336,0.297
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,0,1,0,-0.335,-1.866
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,0,0,1,-0.404,-2.427
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,0,1,1,3.024,0.936
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,1,0,0,2.659,-1.550
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,1,1,0,-0.714,0.993
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,1,0,1,0.579,-2.604
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,1,1,1,0.605,-2.742
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,2,0,0,0.095,0.854
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,2,1,0,-0.797,-1.421
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,2,0,1,-0.891,-2.070
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,2,1,1,2.924,-0.403
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,3,0,0,-1.353,-1.923
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,3,1,0,0.440,1.219
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,3,0,1,2.351,-0.844
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,-1,3,1,1,0.922,3.136
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,-3,0,0,-0.650,0.330
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,-3,1,0,-1.072,-2.246
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,-3,0,1,0.160,0.723
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,-3,1,1,0.095,-1.794
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,-2,0,0,3.274,0.519
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,-2,1,0,2.422,0.671
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,-2,0,1,-0.737,-1.203
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,-2,1,1,2.935,-0.577
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,-1,0,0,-1.591,0.340
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,-1,1,0,-4.315,-1.586
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,-1,0,1,4.963,2.696
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,-1,1,1,-4.007,-1.153
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,0,0,0,0.133,-0.696
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,0,1,0,3.209,-0.996
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,0,0,1,1.078,-1.075
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,0,1,1,0.279,2.245
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,1,0,0,-2.670,-3.637
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,1,1,0,2.411,0.251
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,1,0,1,-1.032,0.836
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,1,1,1,0.270,3.287
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,2,0,0,0.304,-0.108
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,2,1,0,-0.769,0.685
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,2,0,1,-3.339,-1.405
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,2,1,1,0.113,2.193
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,3,0,0,-1.043,-1.058
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,3,1,0,1.890,1.965
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,3,0,1,1.532,5.547
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,0,3,1,1,-1.379,1.512
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,-3,0,0,-2.967,0.545
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,-3,1,0,0.238,-0.746
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,-3,0,1,0.958,2.254
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,-3,1,1,1.758,-3.040
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,-2,0,0,-2.344,-2.180
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,-2,1,0,-1.120,0.069
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,-2,0,1,0.950,0.080
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,-2,1,1,-0.665,1.098
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,-1,0,0,-0.370,-0.969
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,-1,1,0,-4.478,-0.462
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,-1,0,1,1.157,2.192
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,-1,1,1,1.102,0.270
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,0,0,0,0.129,-2.154
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,0,1,0,0.896,0.757
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,0,0,1,-2.003,1.226
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,0,1,1,-1.405,-2.362
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,1,0,0,3.402,-1.653
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,1,1,0,1.800,-1.544
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,1,0,1,2.842,0.199
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,1,1,1,-0.263,-3.267
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,2,0,0,0.649,1.190
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,2,1,0,2.150,-0.625
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,2,0,1,0.894,-1.055
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,2,1,1,0.101,1.202
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,3,0,0,-3.604,1.005
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,3,1,0,0.330,1.351
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,3,0,1,-0.083,-0.496
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,1,3,1,1,-1.389,1.221
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,-3,0,0,3.235,0.055
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,-3,1,0,2.649,-0.782
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,-3,0,1,-2.003,-1.762
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,-3,1,1,8.703,-0.165
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,-2,0,0,0.994,0.216
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,-2,1,0,0.327,1.037
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,-2,0,1,0.579,1.267
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,-2,1,1,-0.492,0.006
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,-1,0,0,-1.397,-0.814
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,-1,1,0,3.154,-0.566
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,-1,0,1,3.417,1.056
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,-1,1,1,0.416,-0.862
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,0,0,0,-0.554,0.875
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,0,1,0,-1.443,1.142
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,0,0,1,-2.511,-0.242
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,0,1,1,-2.447,2.300
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,1,0,0,2.766,1.062
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,1,1,0,2.285,-0.155
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,1,0,1,1.162,-0.152
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,1,1,1,0.979,-1.413
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,2,0,0,2.351,-2.400
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,2,1,0,-1.303,0.501
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,2,0,1,1.990,0.129
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,2,1,1,-0.135,4.708
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,3,0,0,-0.378,-0.345
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,3,1,0,-0.870,1.307
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,3,0,1,4.652,-0.730
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,2,3,1,1,-0.860,2.970
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,-3,0,0,-0.883,-1.031
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,-3,1,0,1.935,-1.729
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,-3,0,1,0.388,-0.620
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,-3,1,1,0.723,0.022
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,-2,0,0,0.947,0.742
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,-2,1,0,1.264,2.629
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,-2,0,1,1.400,-0.666
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,-2,1,1,1.749,-1.149
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,-1,0,0,-1.025,-1.821
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,-1,1,0,3.017,-1.167
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,-1,0,1,2.007,-0.026
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,-1,1,1,1.119,-0.671
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,0,0,0,1.396,-0.479
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,0,1,0,0.605,1.054
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,0,0,1,1.832,-1.068
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,0,1,1,0.221,-1.156
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,1,0,0,0.502,0.485
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,1,1,0,-1.950,2.527
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,1,0,1,0.077,0.604
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,1,1,1,-1.247,-3.983
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,2,0,0,1.659,2.235
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,2,1,0,0.508,-1.020
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,2,0,1,1.653,0.157
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,2,1,1,-0.676,-1.380
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,3,0,0,-1.257,-0.066
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,3,1,0,-1.632,-1.777
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,3,0,1,1.845,-1.773
LOT09151123,3,VIA1,ARCHER-01,2026-09-15 11:02:39,3,3,1,1,-2.015,-0.472
